date,demand,is_holiday,is_promotion,day_of_week,month,weather_impact
2025-06-21,827,0,0,5,6,1.0482330515080083
2025-06-22,862,0,0,6,6,1.0384198978131502
2025-06-23,997,0,0,0,6,1.0100798446442198
2025-06-24,1077,0,0,1,6,1.0403723967175271
2025-06-25,1091,0,0,2,6,1.048918490981336
2025-06-26,1112,0,0,3,6,1.0243352822893623
2025-06-27,942,0,0,4,6,0.9564986409482894
2025-06-28,808,0,0,5,6,0.9901580236425487
2025-06-29,672,0,0,6,6,1.0337825735283246
2025-06-30,1037,0,0,0,6,0.9730569195805019
2025-07-01,1059,0,0,1,7,1.0330642517750626
2025-07-02,816,0,0,2,7,0.9620338762034996
2025-07-03,986,0,0,3,7,0.9546945357147812
2025-07-04,1475,1,0,4,7,0.988409061149125
2025-07-05,719,0,0,5,7,0.9536731937426614
2025-07-06,692,0,0,6,7,1.0457270262983327
2025-07-07,946,0,0,0,7,1.0326205695793966
2025-07-08,1171,0,0,1,7,1.0300769687129876
2025-07-09,1131,0,0,2,7,1.0129777922996153
2025-07-10,909,0,0,3,7,0.9716324023036553
2025-07-11,1072,0,0,4,7,1.0018260366676393
2025-07-12,795,0,0,5,7,1.0097274072430342
2025-07-13,828,0,0,6,7,1.0025031500860269
2025-07-14,1044,0,0,0,7,0.9760233367951527
2025-07-15,992,0,0,1,7,1.0015247924314725
2025-07-16,1068,0,0,2,7,0.9991186340868626
2025-07-17,939,0,0,3,7,1.0496335775806724
2025-07-18,1229,0,0,4,7,1.0397436148046204
2025-07-19,894,0,0,5,7,0.996338074821562
2025-07-20,801,0,0,6,7,1.0122937382935118
2025-07-21,1110,0,0,0,7,1.024787160409223
2025-07-22,972,0,0,1,7,0.9534865160233824
2025-07-23,970,0,0,2,7,1.039492144122784
2025-07-24,923,0,0,3,7,1.0360126816417925
2025-07-25,860,0,0,4,7,0.9957432097773707
2025-07-26,823,0,0,5,7,0.989116976608038
2025-07-27,674,0,0,6,7,0.9772959374856315
2025-07-28,1091,0,0,0,7,0.9976676828330369
2025-07-29,1133,0,0,1,7,0.9544376663533236
2025-07-30,1082,0,0,2,7,1.0352193533347007
2025-07-31,963,0,0,3,7,0.9535422368418545
2025-08-01,1049,0,0,4,8,0.9829051365369871
2025-08-02,796,0,0,5,8,1.043158948831899
2025-08-03,749,0,0,6,8,1.0235212654523453
2025-08-04,977,0,0,0,8,0.9781390960577526
2025-08-05,1006,0,0,1,8,0.9752649093960885
2025-08-06,977,0,0,2,8,0.9505082139818025
2025-08-07,1083,0,0,3,8,1.0195714292849751
2025-08-08,993,0,0,4,8,0.9548783581673173
2025-08-09,777,0,0,5,8,1.0032602519400762
2025-08-10,915,0,1,6,8,1.0462121972592051
2025-08-11,1055,0,0,0,8,0.9609468860054453
2025-08-12,1070,0,0,1,8,1.0394479930968068
2025-08-13,1009,0,0,2,8,1.0491475335145048
2025-08-14,903,0,0,3,8,0.9561517026239235
2025-08-15,1227,0,0,4,8,1.0382906269137462
2025-08-16,898,0,0,5,8,1.0016079020443616
2025-08-17,632,0,0,6,8,1.0406513719444581
2025-08-18,914,0,0,0,8,1.0071318941919574
2025-08-19,1041,0,0,1,8,1.0162112010106565
2025-08-20,1023,0,0,2,8,1.0043778907997398
2025-08-21,1070,0,0,3,8,1.036449288030735
2025-08-22,1024,0,0,4,8,1.0233909918953703
2025-08-23,698,0,0,5,8,1.0021260312180416
2025-08-24,703,0,0,6,8,1.0368160804051547
2025-08-25,937,0,0,0,8,0.9745285532255334
2025-08-26,1063,0,0,1,8,0.9657340659702526
2025-08-27,1000,0,0,2,8,0.9660400105330071
2025-08-28,985,0,0,3,8,0.9834008878745237
2025-08-29,1027,0,0,4,8,0.9738690031301017
2025-08-30,931,0,0,5,8,1.043009035050974
2025-08-31,593,0,0,6,8,0.9605834093828584
2025-09-01,1347,1,0,0,9,1.0198990738039588
2025-09-02,879,0,0,1,9,0.9689221539785006
2025-09-03,932,0,0,2,9,1.0381637132770352
2025-09-04,940,0,0,3,9,1.0461315288184907
2025-09-05,1180,0,0,4,9,0.9965470008769983
2025-09-06,784,0,0,5,9,1.0379071480228133
2025-09-07,590,0,0,6,9,0.9505145170754714
2025-09-08,1013,0,0,0,9,1.03199469174081
2025-09-09,970,0,0,1,9,0.9728625161524923
2025-09-10,966,0,0,2,9,1.0408701309269368
2025-09-11,784,0,0,3,9,0.9501120111480109
2025-09-12,1155,0,0,4,9,1.0056181735039758
2025-09-13,759,0,0,5,9,1.0256635803784935
2025-09-14,733,0,0,6,9,0.9758688330697908
2025-09-15,976,0,0,0,9,0.9693132864587293
2025-09-16,977,0,0,1,9,0.9584098224467984
2025-09-17,900,0,0,2,9,0.9826433576503293
2025-09-18,838,0,0,3,9,1.005984431230883
2025-09-19,956,0,0,4,9,0.9615843856780257
2025-09-20,642,0,0,5,9,0.9876695361986798
2025-09-21,629,0,0,6,9,0.9509072404652724
2025-09-22,1073,0,0,0,9,1.031867942049984
2025-09-23,904,0,0,1,9,0.9628448718093191
2025-09-24,980,0,0,2,9,0.9783342948265581
2025-09-25,805,0,0,3,9,0.9518427718738217
2025-09-26,962,0,0,4,9,0.9932240783892512
2025-09-27,677,0,0,5,9,1.034012150274122
2025-09-28,632,0,1,6,9,0.9892151211445197
2025-09-29,870,0,0,0,9,0.9679497323423834
2025-09-30,974,0,0,1,9,1.025369883405052
2025-10-01,1020,0,0,2,10,1.0288806981870744
2025-10-02,903,0,0,3,10,0.9673753475307566
2025-10-03,1064,0,0,4,10,1.027085410854099
2025-10-04,662,0,0,5,10,1.044729788825634
2025-10-05,606,0,0,6,10,0.9666377586932272
2025-10-06,1023,0,0,0,10,1.0270984292532135
2025-10-07,969,0,0,1,10,1.020857200460263
2025-10-08,1023,0,0,2,10,0.9973573888435089
2025-10-09,955,0,0,3,10,0.9557920460558798
2025-10-10,893,0,0,4,10,0.9574694417757854
2025-10-11,823,0,1,5,10,1.0352414659198648
2025-10-12,583,0,0,6,10,1.0490148372750647
2025-10-13,1007,1,0,0,10,1.0176052257186754
2025-10-14,861,0,0,1,10,0.9945958307010322
2025-10-15,976,0,0,2,10,1.0147573643401908
2025-10-16,701,0,0,3,10,1.0094395859228547
2025-10-17,847,0,0,4,10,0.9883612260405622
2025-10-18,624,0,0,5,10,0.9565626144574012
2025-10-19,557,0,0,6,10,1.032151294740744
2025-10-20,803,0,0,0,10,0.9871833529238725
2025-10-21,876,0,0,1,10,1.0318785643357093
2025-10-22,821,0,0,2,10,0.9752508749688382
2025-10-23,739,0,0,3,10,0.9501029479845633
2025-10-24,827,0,0,4,10,0.9658938283276757
2025-10-25,693,0,0,5,10,0.9968539416768585
2025-10-26,644,0,0,6,10,1.044430363495783
2025-10-27,711,0,0,0,10,0.9602193619693719
2025-10-28,700,0,0,1,10,1.0354209774461567
2025-10-29,917,0,0,2,10,1.0027024096211863
2025-10-30,754,0,0,3,10,1.0325920765799896
2025-10-31,895,0,0,4,10,0.9798374430989992
2025-11-01,574,0,0,5,11,1.0339947164672472
2025-11-02,633,0,0,6,11,1.0272822780016804
2025-11-03,956,0,0,0,11,0.9730053683031433
2025-11-04,832,0,0,1,11,0.9631335126409377
2025-11-05,851,0,0,2,11,1.0368054322532294
2025-11-06,811,0,0,3,11,1.0463236653440133
2025-11-07,893,0,0,4,11,0.9531302313747516
2025-11-08,666,0,0,5,11,1.0231270066973686
2025-11-09,617,0,0,6,11,1.0409524510947818
2025-11-10,789,0,0,0,11,1.0357360092092498
2025-11-11,900,0,0,1,11,1.046452047227021
2025-11-12,798,0,0,2,11,1.0260094078438098
2025-11-13,712,0,0,3,11,0.994229876238091
2025-11-14,848,0,0,4,11,0.981195199049513
2025-11-15,557,0,0,5,11,0.9820742740438128
2025-11-16,603,0,0,6,11,1.0224422672614117
2025-11-17,753,0,0,0,11,1.0245837012030965
2025-11-18,823,0,0,1,11,0.9700359143548712
2025-11-19,790,0,0,2,11,1.0368122813490532
2025-11-20,805,0,0,3,11,1.0214924040202247
2025-11-21,824,0,0,4,11,1.0062750286343383
2025-11-22,542,0,0,5,11,0.9971532460102512
2025-11-23,555,0,0,6,11,1.004323280578996
2025-11-24,738,0,0,0,11,0.9659245738279264
2025-11-25,807,0,0,1,11,0.9703701249276274
2025-11-26,732,0,0,2,11,0.9591164490406191
2025-11-27,854,1,0,3,11,0.9653658038161113
2025-11-28,1187,1,0,4,11,0.9953693634605283
2025-11-29,634,0,0,5,11,1.0030354393728256
2025-11-30,478,0,0,6,11,0.9517861892478319
2025-12-01,813,0,0,0,12,1.049199456966007
2025-12-02,805,0,0,1,12,0.9235419933358695
2025-12-03,812,0,0,2,12,1.077959008739978
2025-12-04,803,0,0,3,12,1.0918778159034446
2025-12-05,764,0,0,4,12,0.8963647186691636
2025-12-06,550,0,0,5,12,0.9655243226914152
2025-12-07,474,0,0,6,12,0.8503079587916065
2025-12-08,753,0,0,0,12,0.9995818162806067
2025-12-09,749,0,0,1,12,1.0018266120656678
2025-12-10,743,0,0,2,12,0.9118849889008438
2025-12-11,841,0,1,3,12,0.9896031681457995
2025-12-12,874,0,0,4,12,0.9063850356109339
2025-12-13,590,0,0,5,12,0.8902063672695475
2025-12-14,547,0,0,6,12,1.0128798667005663
2025-12-15,732,0,0,0,12,0.9314813659880188
2025-12-16,817,0,0,1,12,0.9975659847214057
2025-12-17,890,0,1,2,12,0.9583116872429139
2025-12-18,837,0,0,3,12,1.096087851850726
2025-12-19,681,0,0,4,12,0.8873951606668914
2025-12-20,589,0,0,5,12,0.9661496491589525
2025-12-21,564,0,0,6,12,1.0201141565898313
2025-12-22,698,0,0,0,12,0.9488862709699922
2025-12-23,826,0,0,1,12,1.0936749629676725
2025-12-24,719,0,0,2,12,1.0304719069817339
2025-12-25,1098,1,0,3,12,1.0142459643911232
2025-12-26,825,0,0,4,12,1.0392648169028058
2025-12-27,628,0,0,5,12,1.0881621595096793
2025-12-28,571,0,0,6,12,1.0769546632461602
2025-12-29,802,0,0,0,12,1.031071327031603
2025-12-30,874,0,0,1,12,1.0372904097753208
